Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits
2010-01-04 05:00:00+00:00,23.27175798562347,23.63656637471473,23.248956917697885,23.52256393432617,38409100.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-05 05:00:00+00:00,23.446563695467933,23.63656826115305,23.28695910649014,23.53016471862793,49749600.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-06 05:00:00+00:00,23.46936228045904,23.621366506150785,23.195756703681507,23.385761260986328,58182400.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-07 05:00:00+00:00,23.27935729789626,23.332559790650304,22.9449503268748,23.142555236816406,50559700.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-08 05:00:00+00:00,23.013352071848256,23.46936184114824,22.98295064743108,23.30215835571289,51197400.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-11 05:00:00+00:00,23.340159546669724,23.378161328591503,22.89175011695072,23.00575256347656,68754700.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-12 05:00:00+00:00,22.91455546022155,23.10456006843172,22.73215121029421,22.8537540435791,65912100.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-13 05:00:00+00:00,22.998145655445462,23.19575051628636,22.80814114882376,23.066547393798828,51863500.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-14 05:00:00+00:00,23.03615313777057,23.63656826115305,22.998152804481464,23.53016471862793,63228100.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-15 05:00:00+00:00,23.62136992511978,23.74297274342614,23.34016250177385,23.45416641235352,79913200.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-19 05:00:00+00:00,23.370559503848952,23.74296824556568,23.3173584621208,23.63656616210937,46575700.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-20 05:00:00+00:00,23.41616208225178,23.51496526740656,23.036152953914463,23.248958587646484,54849500.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-21 05:00:00+00:00,23.264164498274774,23.34776553944534,22.80055279424666,22.80815315246582,73086700.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-22 05:00:00+00:00,22.80054967997903,22.95255392436019,21.9189285416561,22.010129928588867,102004600.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-25 05:00:00+00:00,22.222937676403813,22.54214546000936,22.11653556507532,22.28373908996582,63373000.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-26 05:00:00+00:00,22.192531169840564,22.68654269099525,22.10892870716437,22.42053604125977,66639900.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-27 05:00:00+00:00,22.306545568561223,22.66375377858748,22.055739495644843,22.54975128173828,63949500.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-28 05:00:00+00:00,22.67894491000013,22.70174597957844,21.956926985838244,22.1621322631836,117513700.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-01-29 05:00:00+00:00,22.72453730325399,22.739738010756707,21.022097202669222,21.41730690002441,193888500.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-02-01 05:00:00+00:00,21.576922315423275,21.6453240886714,21.219714182609795,21.59212303161621,85931100.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-02-02 05:00:00+00:00,21.561720914222747,21.660522660455207,21.386915594550025,21.6301212310791,54413700.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-02-03 05:00:00+00:00,21.47811904581394,21.88092929881958,21.37171693920188,21.75932502746582,61397900.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-02-04 05:00:00+00:00,21.569319902105832,21.660522740953144,21.13610967922596,21.158910751342773,77850000.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-02-05 05:00:00+00:00,21.28051842851357,21.493324134662004,20.953710234993583,21.29571914672852,80960100.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-02-08 05:00:00+00:00,21.28810921319764,21.34131025340228,20.95370081097187,21.067703247070312,52820600.0,microsoft,MSFT,technology,usa,0.0,0.0
2010-02-09 05:00:00+00:00,21.25771311735456,21.53892054984272,21.0905095991524,21.28811454772949,59195800.0,microsoft,MSFT,technology,usa,0.0,0.0
