Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits,Capital Gains
2025-07-03 00:00:00-04:00,317.9500122,318.4500122,312.7600098,315.3500061,58042302,tesla,TSLA,automotive,usa,0,0,
2025-07-03 00:00:00-04:00,317.9899902,318.4500122,312.7600098,315.3500061,58042300,tesla,TSLA,automotive,usa,0,0,
2025-07-02 00:00:00-04:00,312.6300049,316.8299866,303.8200073,315.6499939,119191500,tesla,TSLA,automotive,usa,0,0,
2025-07-01 00:00:00-04:00,298.4599915,305.8900146,293.2099915,300.7099915,144607600,tesla,TSLA,automotive,usa,0,0,
2025-06-30 00:00:00-04:00,319.8999939,325.5799866,316.6000061,317.6600037,74472400,tesla,TSLA,automotive,usa,0,0,
2025-06-27 00:00:00-04:00,324.4700012,329.3392944,317.4949951,323.6300049,88619492,tesla,TSLA,automotive,usa,0,0,
2025-06-27 00:00:00-04:00,324.5100098,329.3399963,317.5,323.6300049,88826400,tesla,TSLA,automotive,usa,0,0,
2025-06-26 00:00:00-04:00,324.6099854,331.0499878,323.6099854,325.7799988,80136100,tesla,TSLA,automotive,usa,0,0,
2025-06-25 00:00:00-04:00,342.7000122,343,320.3999939,327.5499878,119446200,tesla,TSLA,automotive,usa,0,0,
2025-06-24 00:00:00-04:00,356.1700134,356.2600098,340.4400024,340.4700012,114116900,tesla,TSLA,automotive,usa,0,0,
2025-06-23 00:00:00-04:00,327.5400085,357.5400085,327.480011,348.6799927,188609800,tesla,TSLA,automotive,usa,0,0,
2025-06-20 00:00:00-04:00,327.9500122,332.3599854,317.7799988,322.1600037,108274100,tesla,TSLA,automotive,usa,0,0,
2025-06-20 00:00:00-04:00,327.8099976,332.3599854,317.8500061,322.1600037,107635531,tesla,TSLA,automotive,usa,0,0,
2025-06-18 00:00:00-04:00,317.3099976,329.3200073,315.4500122,322.0499878,94748400,tesla,TSLA,automotive,usa,0,0,
2025-06-18 00:00:00-04:00,317.2999878,329.2999878,315.4500122,322.0499878,94307900,tesla,TSLA,automotive,usa,0,0,
2025-06-17 00:00:00-04:00,326.0899963,327.2600098,314.7399902,316.3500061,87454300,tesla,TSLA,automotive,usa,0,0,
2025-06-16 00:00:00-04:00,331.2900085,332.0499878,326.4100037,329.1300049,82965200,tesla,TSLA,automotive,usa,0,0,
2025-06-13 00:00:00-04:00,314,332.980011,313.2999878,325.3099976,128266351,tesla,TSLA,automotive,usa,0,0,
2025-06-13 00:00:00-04:00,313.9700012,332.9899902,313.2999878,325.3099976,128495300,tesla,TSLA,automotive,usa,0,0,
2025-06-12 00:00:00-04:00,323.0799866,332.5599976,316.8599854,319.1099854,104517500,tesla,TSLA,automotive,usa,0,0,
2025-06-11 00:00:00-04:00,334.3999939,335.5,322.5,326.4299927,121851400,tesla,TSLA,automotive,usa,0,0,
2025-06-10 00:00:00-04:00,314.9400024,327.8299866,310.6700134,326.0899963,150429600,tesla,TSLA,automotive,usa,0,0,
2025-06-09 00:00:00-04:00,285.9599915,309.8299866,281.8500061,308.5799866,138958000,tesla,TSLA,automotive,usa,0,0,
2025-06-06 00:00:00-04:00,298.8299866,305.5,291.1400146,295.1400146,163824100,tesla,TSLA,automotive,usa,0,0,
2025-06-06 00:00:00-04:00,298.8349915,305.5,291.1401062,295.1400146,160927175,tesla,TSLA,automotive,usa,0,0,
2025-06-05 00:00:00-04:00,322.4899902,324.5499878,273.2099915,284.7000122,287499800,tesla,TSLA,automotive,usa,0,0,
2025-06-04 00:00:00-04:00,345.1000061,345.6000061,327.3299866,332.0499878,98125700,tesla,TSLA,automotive,usa,0,0,
2025-06-03 00:00:00-04:00,346.6000061,355.3999939,343.0400085,344.269989,98961200,tesla,TSLA,automotive,usa,0,0,
2025-06-02 00:00:00-04:00,343.5,348.019989,333.3299866,342.6900024,81569600,tesla,TSLA,automotive,usa,0,0,
2025-05-30 00:00:00-04:00,355.5799866,363.6799927,345.2900085,346.4599915,122775188,tesla,TSLA,automotive,usa,0,0,
2025-05-30 00:00:00-04:00,355.519989,363.6799927,345.2900085,346.4599915,123097900,tesla,TSLA,automotive,usa,0,0,
2025-05-29 00:00:00-04:00,365.2900085,367.7099915,356,358.4299927,88087800,tesla,TSLA,automotive,usa,0,0,
2025-05-28 00:00:00-04:00,364.8399963,365,355.9100037,356.8999939,90186700,tesla,TSLA,automotive,usa,0,0,
2025-05-27 00:00:00-04:00,347.3500061,363.7900085,347.3200073,362.8900146,118574100,tesla,TSLA,automotive,usa,0,0,
2025-05-23 00:00:00-04:00,337.9200134,343.1799927,333.2099915,339.3399963,84439200,tesla,TSLA,automotive,usa,0,0,
2025-05-23 00:00:00-04:00,337.5150146,343.1799927,333.2099915,339.3399963,84011168,tesla,TSLA,automotive,usa,0,0,
2025-05-22 00:00:00-04:00,331.8999939,347.269989,331.3900146,341.0400085,96761500,tesla,TSLA,automotive,usa,0,0,
2025-05-21 00:00:00-04:00,344.4299927,347.3500061,332.2000122,334.6199951,101921300,tesla,TSLA,automotive,usa,0,0,
2025-05-20 00:00:00-04:00,347.8699951,354.9899902,341.6300049,343.8200073,130932100,tesla,TSLA,automotive,usa,0,0,
2025-05-19 00:00:00-04:00,336.2999878,343,333.3699951,342.0899963,88409800,tesla,TSLA,automotive,usa,0,0,
2025-05-16 00:00:00-04:00,346.0650024,351.6199951,342.3299866,349.980011,90797726,tesla,TSLA,automotive,usa,0,0,
2025-05-16 00:00:00-04:00,346.2399902,351.6199951,342.3299866,349.980011,93811800,tesla,TSLA,automotive,usa,0,0,
2025-05-15 00:00:00-04:00,340.3399963,346.1400146,334.7200012,342.8200073,97631700,tesla,TSLA,automotive,usa,0,0,
2025-05-14 00:00:00-04:00,342.5,350,337,347.6799927,136523400,tesla,TSLA,automotive,usa,0,0,
2025-05-13 00:00:00-04:00,320,337.5899963,316.7999878,334.0700073,136378800,tesla,TSLA,automotive,usa,0,0,
2025-05-12 00:00:00-04:00,321.9349976,322.2000122,311.5,318.3800049,112300787,tesla,TSLA,automotive,usa,0,0,
2025-05-05 00:00:00-04:00,284.5700073,284.8500061,274.3999939,280.2600098,94346600,tesla,TSLA,automotive,usa,0,0,
2025-05-02 00:00:00-04:00,284.8999939,294.7799988,279.8099976,287.2099915,114104900,tesla,TSLA,automotive,usa,0,0,
2025-05-02 00:00:00-04:00,285.0100098,294.7799988,279.8099976,287.2099915,113807424,tesla,TSLA,automotive,usa,0,0,
2025-05-01 00:00:00-04:00,280.0100098,290.8699951,279.8099976,280.519989,99122500,tesla,TSLA,automotive,usa,0,0,
2025-04-30 00:00:00-04:00,279.8999939,284.4500122,270.7799988,282.1600037,128334200,tesla,TSLA,automotive,usa,0,0,
2025-04-29 00:00:00-04:00,285.5,293.3200073,279.4700012,292.0299988,108331700,tesla,TSLA,automotive,usa,0,0,
2025-04-28 00:00:00-04:00,288.980011,294.8599854,272.4200134,285.8800049,150957200,tesla,TSLA,automotive,usa,0,0,
2025-04-25 00:00:00-04:00,261.6900024,286.8500061,259.6300049,284.9500122,166129141,tesla,TSLA,automotive,usa,0,0,
2025-04-25 00:00:00-04:00,261.6900024,286.8500061,259.6300049,284.9500122,167059300,tesla,TSLA,automotive,usa,0,0,
2025-04-24 00:00:00-04:00,250.5,259.5400085,249.1999969,259.5100098,93514300,tesla,TSLA,automotive,usa,0,0,
2025-04-23 00:00:00-04:00,254.8600006,259.4500122,244.4299927,250.7400055,149859000,tesla,TSLA,automotive,usa,0,0,
2025-04-22 00:00:00-04:00,230.9600067,242.7899933,229.8500061,237.9700012,117213200,tesla,TSLA,automotive,usa,0,0,
2025-04-21 00:00:00-04:00,230.2599945,232.2100067,222.7899933,227.5,97230200,tesla,TSLA,automotive,usa,0,0,
2025-04-17 00:00:00-04:00,243.3950043,244.3399963,237.6833038,241.3699951,82262821,tesla,TSLA,automotive,usa,0,0,
2025-04-17 00:00:00-04:00,243.4700012,244.3399963,237.6799927,241.3699951,83204700,tesla,TSLA,automotive,usa,0,0,
2025-04-16 00:00:00-04:00,247.6100006,251.9700012,233.8899994,241.5500031,111981100,tesla,TSLA,automotive,usa,0,0,
2025-04-15 00:00:00-04:00,249.9100037,258.75,247.5399933,254.1100006,79070100,tesla,TSLA,automotive,usa,0,0,
2025-04-14 00:00:00-04:00,258.3599854,261.7999878,245.9299927,252.3500061,99696500,tesla,TSLA,automotive,usa,0,0,
2025-04-11 00:00:00-04:00,251.8399963,257.7399902,241.3628998,252.3099976,126758648,tesla,TSLA,automotive,usa,0,0,
2025-04-11 00:00:00-04:00,251.8399963,257.7399902,241.3600006,252.3099976,128656900,tesla,TSLA,automotive,usa,0,0,
2025-04-10 00:00:00-04:00,260,262.4899902,239.3300018,252.3999939,180875500,tesla,TSLA,automotive,usa,0,0,
2025-04-09 00:00:00-04:00,224.6900024,274.6900024,223.8800049,272.2000122,218067600,tesla,TSLA,automotive,usa,0,0,
2025-04-08 00:00:00-04:00,245,250.4400024,217.8000031,221.8600006,170068600,tesla,TSLA,automotive,usa,0,0,
2025-04-04 00:00:00-04:00,255.3699951,261,236,239.4299927,179251800,tesla,TSLA,automotive,usa,0,0,
2025-04-04 00:00:00-04:00,255.3800049,261,236,239.4299927,180324400,tesla,TSLA,automotive,usa,0,0,
2025-04-03 00:00:00-04:00,265.2900085,276.2999878,261.5100098,267.2799988,135752400,tesla,TSLA,automotive,usa,0,0,
2025-04-02 00:00:00-04:00,254.6000061,284.9899902,251.2700043,282.7600098,209746300,tesla,TSLA,automotive,usa,0,0,
2025-04-01 00:00:00-04:00,263.7999878,277.4500122,259.25,268.4599915,145924600,tesla,TSLA,automotive,usa,0,0,
2025-03-31 00:00:00-04:00,249.3099976,260.5599976,243.3600006,259.1600037,133450000,tesla,TSLA,automotive,usa,0,0,
2025-03-28 00:00:00-04:00,275.5799866,276.1000061,260.5700073,263.5499878,123226900,tesla,TSLA,automotive,usa,0,0,
2025-03-28 00:00:00-04:00,275.5,276.1000061,260.5799866,263.5499878,122381779,tesla,TSLA,automotive,usa,0,0,
2025-03-27 00:00:00-04:00,272.480011,291.8500061,271.8200073,273.1300049,162034400,tesla,TSLA,automotive,usa,0,0,
2025-03-26 00:00:00-04:00,282.6600037,284.8999939,266.5100098,272.0599976,153629800,tesla,TSLA,automotive,usa,0,0,
2025-03-25 00:00:00-04:00,283.6000061,288.2000122,271.2799988,288.1400146,149151000,tesla,TSLA,automotive,usa,0,0,
2025-03-24 00:00:00-04:00,258.0799866,278.6400146,256.3299866,278.3900146,167716100,tesla,TSLA,automotive,usa,0,0,
2025-03-21 00:00:00-04:00,234.9900055,249.5200043,234.5500031,248.7100067,132211300,tesla,TSLA,automotive,usa,0,0,
2025-03-21 00:00:00-04:00,234.9850006,249.4900055,234.5625,248.7100067,130939441,tesla,TSLA,automotive,usa,0,0,
2025-03-20 00:00:00-04:00,233.3500061,238,230.0500031,236.2599945,98723100,tesla,TSLA,automotive,usa,0,0,
2025-03-19 00:00:00-04:00,231.6100006,241.4100037,229.1999969,235.8600006,111250900,tesla,TSLA,automotive,usa,0,0,
2025-03-18 00:00:00-04:00,228.1600037,230.1000061,222.2799988,225.3099976,110835700,tesla,TSLA,automotive,usa,0,0,
2025-03-17 00:00:00-04:00,245.0599976,245.3999939,232.8000031,238.0099945,111379700,tesla,TSLA,automotive,usa,0,0,
2025-03-14 00:00:00-04:00,247.3099976,251.5800018,240.7299957,249.9799957,99963500,tesla,TSLA,automotive,usa,0,0,
2025-03-14 00:00:00-04:00,247.3099976,251.5800018,240.7400055,249.9799957,99169080,tesla,TSLA,automotive,usa,0,0,
2025-03-13 00:00:00-04:00,248.1300049,248.2899933,232.6000061,240.6799927,114296900,tesla,TSLA,automotive,usa,0,0,
2025-03-12 00:00:00-04:00,247.2200012,251.8399963,241.1000061,248.0899963,140904000,tesla,TSLA,automotive,usa,0,0,
2025-03-11 00:00:00-04:00,225.3099976,237.0599976,217.0200043,230.5800018,173898500,tesla,TSLA,automotive,usa,0,0,
2025-03-10 00:00:00-04:00,252.5399933,253.3699951,220,222.1499939,186610300,tesla,TSLA,automotive,usa,0,0,
2025-03-07 00:00:00-05:00,259.2749939,266.2499084,250.7299957,262.6700134,101496505,tesla,TSLA,automotive,usa,0,0,
2025-03-07 00:00:00-05:00,259.3200073,266.25,250.7299957,262.6700134,102193000,tesla,TSLA,automotive,usa,0,0,
2025-03-06 00:00:00-05:00,272.0599976,272.6499939,260.019989,263.4500122,98043700,tesla,TSLA,automotive,usa,0,0,
2025-03-05 00:00:00-05:00,272.9200134,279.5499878,267.7099915,279.1000061,93814200,tesla,TSLA,automotive,usa,0,0,
2025-03-04 00:00:00-05:00,270.9299927,284.3500061,261.8399963,272.0400085,126256700,tesla,TSLA,automotive,usa,0,0,
2025-03-03 00:00:00-05:00,300.3399963,303.9400024,277.2999878,284.6499939,115144200,tesla,TSLA,automotive,usa,0,0,
2025-02-28 00:00:00-05:00,279.5,293.8800049,273.6000061,292.980011,115397200,tesla,TSLA,automotive,usa,0,0,
2025-02-28 00:00:00-05:00,279.4599915,293.6099854,273.6000061,292.980011,115197070,tesla,TSLA,automotive,usa,0,0,
2025-02-27 00:00:00-05:00,291.1600037,297.230011,280.8800049,281.9500122,101309500,tesla,TSLA,automotive,usa,0,0,
2025-02-26 00:00:00-05:00,303.7099915,309,288.0400085,290.7999878,99373300,tesla,TSLA,automotive,usa,0,0,
2025-02-25 00:00:00-05:00,327.019989,328.8900146,297.25,302.7999878,133817500,tesla,TSLA,automotive,usa,0,0,
2025-02-24 00:00:00-05:00,338.1400146,342.3999939,324.7000122,330.5299988,75468200,tesla,TSLA,automotive,usa,0,0,
2025-02-21 00:00:00-05:00,353.1600037,354.980011,334.4200134,337.7999878,73498643,tesla,TSLA,automotive,usa,0,0,
2025-02-21 00:00:00-05:00,353.4400024,354.980011,334.4200134,337.7999878,73787800,tesla,TSLA,automotive,usa,0,0,
2025-02-20 00:00:00-05:00,361.5100098,362.2999878,348,354.3999939,45818000,tesla,TSLA,automotive,usa,0,0,
