Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits,Capital Gains
2025-07-03 00:00:00-04:00,493.4949951,500.1199951,493.4400024,498.8399963,13917734,microsoft,MSFT,technology,usa,0,0,
2025-07-03 00:00:00-04:00,493.8099976,500.1300049,493.4400024,498.8399963,13984800,microsoft,MSFT,technology,usa,0,0,
2025-07-02 00:00:00-04:00,489.9899902,493.5,488.7000122,491.0899963,16310800,microsoft,MSFT,technology,usa,0,0,
2025-07-01 00:00:00-04:00,496.4700012,498.0499878,490.980011,492.0499878,19929500,microsoft,MSFT,technology,usa,0,0,
2025-06-30 00:00:00-04:00,497.0400085,500.7600098,495.3299866,497.4100037,28358400,microsoft,MSFT,technology,usa,0,0,
2025-06-27 00:00:00-04:00,497.3250122,499.2900085,493.0299988,495.9400024,32829526,microsoft,MSFT,technology,usa,0,0,
2025-06-27 00:00:00-04:00,497.5499878,499.2999878,493.0299988,495.9400024,34532600,microsoft,MSFT,technology,usa,0,0,
2025-06-26 00:00:00-04:00,492.980011,498.0400085,492.8099976,497.4500122,21549200,microsoft,MSFT,technology,usa,0,0,
2025-06-25 00:00:00-04:00,492.0400085,494.5599976,489.3900146,492.269989,17475600,microsoft,MSFT,technology,usa,0,0,
2025-06-24 00:00:00-04:00,488.9500122,491.8500061,486.7999878,490.1099854,22299100,microsoft,MSFT,technology,usa,0,0,
2025-06-23 00:00:00-04:00,478.2099915,487.75,472.5100098,486,24813200,microsoft,MSFT,technology,usa,0,0,
2025-06-20 00:00:00-04:00,482.230011,483.4599915,476.8699951,477.3999939,37468700,microsoft,MSFT,technology,usa,0,0,
2025-06-20 00:00:00-04:00,482.1000061,483.4400024,476.8699951,477.3999939,36488255,microsoft,MSFT,technology,usa,0,0,
2025-06-18 00:00:00-04:00,478,481,474.4599915,480.2399902,17513200,microsoft,MSFT,technology,usa,0,0,
2025-06-18 00:00:00-04:00,478,481,474.4599915,480.2399902,17481611,microsoft,MSFT,technology,usa,0,0,
2025-06-17 00:00:00-04:00,475.3999939,478.7399902,474.0799866,478.0400085,15384700,microsoft,MSFT,technology,usa,0,0,
2025-06-16 00:00:00-04:00,475.2099915,480.6900024,475,479.1400146,15580000,microsoft,MSFT,technology,usa,0,0,
2025-06-13 00:00:00-04:00,476.1799927,479.1799927,472.7999878,474.9599915,16796830,microsoft,MSFT,technology,usa,0,0,
2025-06-13 00:00:00-04:00,476.4100037,479.1799927,472.7600098,474.9599915,16806900,microsoft,MSFT,technology,usa,0,0,
2025-06-12 00:00:00-04:00,475.019989,480.4200134,473.519989,478.8699951,18909400,microsoft,MSFT,technology,usa,0,0,
2025-06-11 00:00:00-04:00,470.019989,475.4700012,469.6600037,472.6199951,16376800,microsoft,MSFT,technology,usa,0,0,
2025-06-10 00:00:00-04:00,471.1900024,472.7999878,466.9599915,470.9200134,15361500,microsoft,MSFT,technology,usa,0,0,
2025-06-09 00:00:00-04:00,469.7000122,473.4299927,468.6199951,472.75,16456400,microsoft,MSFT,technology,usa,0,0,
2025-06-06 00:00:00-04:00,470.0899963,473.3399963,468.7799988,470.3800049,15278600,microsoft,MSFT,technology,usa,0,0,
2025-06-06 00:00:00-04:00,470.3099976,473.3349915,468.8099976,470.3800049,15049393,microsoft,MSFT,technology,usa,0,0,
2025-06-05 00:00:00-04:00,464.9599915,469.6499939,464.0299988,467.6799927,20131700,microsoft,MSFT,technology,usa,0,0,
2025-06-04 00:00:00-04:00,464,465.6900024,463.019989,463.8699951,14149800,microsoft,MSFT,technology,usa,0,0,
2025-06-03 00:00:00-04:00,461.4700012,464.1400146,460.8599854,462.9700012,15731000,microsoft,MSFT,technology,usa,0,0,
2025-06-02 00:00:00-04:00,457.1400146,462.1099854,456.8900146,461.9700012,16605500,microsoft,MSFT,technology,usa,0,0,
2025-05-30 00:00:00-04:00,459.7149963,461.6799927,455.5400085,460.3599854,34746071,microsoft,MSFT,technology,usa,0,0,
2025-05-30 00:00:00-04:00,459.7200012,461.6799927,455.5400085,460.3599854,34760500,microsoft,MSFT,technology,usa,0,0,
2025-05-29 00:00:00-04:00,461.5499878,461.7200012,455.3099976,458.6799927,13974800,microsoft,MSFT,technology,usa,0,0,
2025-05-28 00:00:00-04:00,461.2200012,462.519989,456.9299927,457.3599854,16992000,microsoft,MSFT,technology,usa,0,0,
2025-05-27 00:00:00-04:00,456.480011,460.9500122,456.1199951,460.6900024,20953400,microsoft,MSFT,technology,usa,0,0,
2025-05-23 00:00:00-04:00,449.980011,453.6900024,448.9100037,450.1799927,16876000,microsoft,MSFT,technology,usa,0,0,
2025-05-23 00:00:00-04:00,449.7600098,453.6900024,448.9100037,450.1799927,16811866,microsoft,MSFT,technology,usa,0,0,
2025-05-22 00:00:00-04:00,454.9500122,460.25,453.8999939,454.8599854,17995400,microsoft,MSFT,technology,usa,0,0,
2025-05-21 00:00:00-04:00,454.5700073,457.7799988,451.8099976,452.5700073,19201000,microsoft,MSFT,technology,usa,0,0,
