Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits,Capital Gains
2025-07-03 00:00:00-04:00,212.1450043,214.6499939,211.8101044,213.5500031,34697317,apple,AAPL,technology,usa,0,0,
2025-07-03 00:00:00-04:00,212.1499939,214.6499939,211.8099976,213.5500031,34955800,apple,AAPL,technology,usa,0,0,
2025-07-02 00:00:00-04:00,208.9100037,213.3399963,208.1399994,212.4400024,67893400,apple,AAPL,technology,usa,0,0,
2025-07-01 00:00:00-04:00,206.6699982,210.1900024,206.1399994,207.8200073,78673300,apple,AAPL,technology,usa,0,0,
2025-06-30 00:00:00-04:00,202.0099945,207.3899994,199.2599945,205.1699982,91612700,apple,AAPL,technology,usa,0,0,
2025-06-27 00:00:00-04:00,201.8950043,203.2200012,200.2200012,201.0800018,70534466,apple,AAPL,technology,usa,0,0,
2025-06-27 00:00:00-04:00,201.8899994,203.2200012,200,201.0800018,73114100,apple,AAPL,technology,usa,0,0,
2025-06-26 00:00:00-04:00,201.4299927,202.6399994,199.4600067,201,50667900,apple,AAPL,technology,usa,0,0,
2025-06-25 00:00:00-04:00,201.4499969,203.6699982,200.6199951,201.5599976,39454000,apple,AAPL,technology,usa,0,0,
2025-06-24 00:00:00-04:00,202.5899963,203.4400024,200.1999969,200.3000031,53972500,apple,AAPL,technology,usa,0,0,
2025-06-23 00:00:00-04:00,201.6300049,202.3000031,198.9600067,201.5,55595500,apple,AAPL,technology,usa,0,0,
2025-06-20 00:00:00-04:00,198.2400055,201.6999969,196.8600006,201,95914700,apple,AAPL,technology,usa,0,0,
2025-06-20 00:00:00-04:00,198.2350006,201.6999969,196.8596039,201,95316548,apple,AAPL,technology,usa,0,0,
2025-06-18 00:00:00-04:00,195.9400024,197.5700073,195.0700073,196.5800018,45350400,apple,AAPL,technology,usa,0,0,
2025-06-18 00:00:00-04:00,195.9450073,197.5700073,195.0700073,196.5800018,44864157,apple,AAPL,technology,usa,0,0,
2025-06-17 00:00:00-04:00,197.1999969,198.3899994,195.2100067,195.6399994,38736900,apple,AAPL,technology,usa,0,0,
2025-06-16 00:00:00-04:00,197.3000031,198.6900024,196.5599976,198.4199982,42886800,apple,AAPL,technology,usa,0,0,
2025-06-13 00:00:00-04:00,199.7299957,200.3699951,195.7700043,196.4499969,50778564,apple,AAPL,technology,usa,0,0,
2025-06-13 00:00:00-04:00,199.7299957,200.3699951,195.6999969,196.4499969,51362400,apple,AAPL,technology,usa,0,0,
2025-06-12 00:00:00-04:00,199.0800018,199.6799927,197.3600006,199.1999969,43758300,apple,AAPL,technology,usa,0,0,
2025-06-11 00:00:00-04:00,203.5,204.5,198.4100037,198.7799988,60820200,apple,AAPL,technology,usa,0,0,
2025-06-10 00:00:00-04:00,200.6000061,204.3500061,200.5700073,202.6699982,54553200,apple,AAPL,technology,usa,0,0,
2025-06-09 00:00:00-04:00,204.3899994,206,200.0200043,201.4499969,72726700,apple,AAPL,technology,usa,0,0,
2025-06-06 00:00:00-04:00,203,205.6999969,202.0500031,203.9199982,46539200,apple,AAPL,technology,usa,0,0,
2025-06-06 00:00:00-04:00,202.9949951,205.6999969,202.0500031,203.9199982,46121557,apple,AAPL,technology,usa,0,0,
2025-06-05 00:00:00-04:00,203.5,204.75,200.1499939,200.6300049,55126100,apple,AAPL,technology,usa,0,0,
2025-06-04 00:00:00-04:00,202.9100037,206.2400055,202.1000061,202.8200073,43507100,apple,AAPL,technology,usa,0,0,
2025-06-03 00:00:00-04:00,201.3500061,203.7700043,200.9600067,203.2700043,46342500,apple,AAPL,technology,usa,0,0,
2025-06-02 00:00:00-04:00,200.2799988,202.1300049,200.1199951,201.6999969,35343100,apple,AAPL,technology,usa,0,0,
2025-05-30 00:00:00-04:00,199.4049988,201.9499969,196.7799988,200.8500061,69799163,apple,AAPL,technology,usa,0,0,
2025-05-30 00:00:00-04:00,199.3699951,201.9600067,196.7799988,200.8500061,70753100,apple,AAPL,technology,usa,0,0,
2025-05-29 00:00:00-04:00,203.5800018,203.8099976,198.5099945,199.9499969,51396800,apple,AAPL,technology,usa,0,0,
2025-05-28 00:00:00-04:00,200.5899963,202.7299957,199.8999939,200.4199982,44158300,apple,AAPL,technology,usa,0,0,
2025-05-27 00:00:00-04:00,198.3000031,200.7400055,197.4299927,200.2100067,56229000,apple,AAPL,technology,usa,0,0,
2025-05-23 00:00:00-04:00,193.6699982,197.6999969,193.4600067,195.2700043,78314800,apple,AAPL,technology,usa,0,0,
2025-05-23 00:00:00-04:00,193.6649933,197.6999969,193.4600067,195.2700043,77631468,apple,AAPL,technology,usa,0,0,
2025-05-22 00:00:00-04:00,200.7100067,202.75,199.6999969,201.3600006,46633900,apple,AAPL,technology,usa,0,0,
2025-05-21 00:00:00-04:00,205.1699982,207.0399933,200.7100067,202.0899963,59134800,apple,AAPL,technology,usa,0,0,
2025-05-20 00:00:00-04:00,207.6699982,208.4700012,205.0299988,206.8600006,42443700,apple,AAPL,technology,usa,0,0,
2025-05-19 00:00:00-04:00,207.9100037,209.4799957,204.2599945,208.7799988,45310800,apple,AAPL,technology,usa,0,0,
2025-05-16 00:00:00-04:00,212.3600006,212.5700073,209.7700043,211.2599945,53659100,apple,AAPL,technology,usa,0,0,
2025-05-16 00:00:00-04:00,212.3200073,212.5700073,209.7700043,211.2599945,53164417,apple,AAPL,technology,usa,0,0,
2025-05-15 00:00:00-04:00,210.9499969,212.9600067,209.5399933,211.4499969,44979900,apple,AAPL,technology,usa,0,0,
2025-05-14 00:00:00-04:00,212.4299927,213.9400024,210.5800018,212.3300018,49253000,apple,AAPL,technology,usa,0,0,
2025-05-13 00:00:00-04:00,210.4299927,213.3999939,209,212.9299927,51759900,apple,AAPL,technology,usa,0,0,
2025-05-12 00:00:00-04:00,210.9700012,211.2664948,206.75,210.7899933,63024455,apple,AAPL,technology,usa,0,0,
2025-05-05 00:00:00-04:00,203.1000061,204.1000061,198.2100067,198.8899994,68915400,apple,AAPL,technology,usa,0,0,
2025-05-02 00:00:00-04:00,206.0899963,206.9900055,202.1600037,205.3500061,100912500,apple,AAPL,technology,usa,0,0,
2025-05-02 00:00:00-04:00,206.0899963,206.9900055,202.1600037,205.3500061,99699111,apple,AAPL,technology,usa,0,0,
2025-05-01 00:00:00-04:00,209.0800018,214.5599976,208.8999939,213.3200073,56391200,apple,AAPL,technology,usa,0,0,
2025-04-30 00:00:00-04:00,209.3000031,213.5800018,206.6699982,212.5,51661400,apple,AAPL,technology,usa,0,0,
2025-04-29 00:00:00-04:00,208.6900024,212.2400055,208.3699951,211.2100067,36786900,apple,AAPL,technology,usa,0,0,
2025-04-28 00:00:00-04:00,210,211.5,207.4600067,210.1399994,38652400,apple,AAPL,technology,usa,0,0,
2025-04-25 00:00:00-04:00,206.4299927,209.4299927,206.1999969,209.2799988,37905822,apple,AAPL,technology,usa,0,0,
2025-04-25 00:00:00-04:00,206.3699951,209.75,206.1999969,209.2799988,38198600,apple,AAPL,technology,usa,0,0,
2025-04-24 00:00:00-04:00,204.8899994,208.8300018,202.9400024,208.3699951,47199300,apple,AAPL,technology,usa,0,0,
2025-04-23 00:00:00-04:00,206,208,202.8000031,204.6000061,52863100,apple,AAPL,technology,usa,0,0,
2025-04-22 00:00:00-04:00,196.1199951,201.5899963,195.9700012,199.7400055,52660200,apple,AAPL,technology,usa,0,0,
2025-04-21 00:00:00-04:00,193.2700043,193.8000031,189.8099976,193.1600037,46663300,apple,AAPL,technology,usa,0,0,
2025-04-17 00:00:00-04:00,197.1999969,198.8300018,194.4199982,196.9799957,51334300,apple,AAPL,technology,usa,0,0,
2025-04-17 00:00:00-04:00,197.1499939,198.8334961,194.4199982,196.9799957,51275970,apple,AAPL,technology,usa,0,0,
2025-04-16 00:00:00-04:00,198.3600006,200.6999969,192.3699951,194.2700043,59658900,apple,AAPL,technology,usa,0,0,
2025-04-15 00:00:00-04:00,201.8600006,203.5099945,199.8000031,202.1399994,51103200,apple,AAPL,technology,usa,0,0,
2025-04-14 00:00:00-04:00,211.4400024,212.9400024,201.1600037,202.5200043,101203700,apple,AAPL,technology,usa,0,0,
2025-04-11 00:00:00-04:00,186.1799927,199.5399933,186.0599976,198.1499939,86538298,apple,AAPL,technology,usa,0,0,
2025-04-11 00:00:00-04:00,186.1000061,199.5399933,186.0599976,198.1499939,87300000,apple,AAPL,technology,usa,0,0,
2025-04-10 00:00:00-04:00,189.0700073,194.7799988,183,190.4199982,121685000,apple,AAPL,technology,usa,0,0,
2025-04-09 00:00:00-04:00,171.9499969,200.6100006,171.8899994,198.8500061,184067400,apple,AAPL,technology,usa,0,0,
2025-04-08 00:00:00-04:00,186.6999969,190.3399963,169.2100067,172.4199982,120363400,apple,AAPL,technology,usa,0,0,
2025-04-04 00:00:00-04:00,193.9250031,199.8800049,187.3450012,188.3800049,124921508,apple,AAPL,technology,usa,0,0,
2025-04-04 00:00:00-04:00,193.8899994,199.8800049,187.3399963,188.3800049,125569000,apple,AAPL,technology,usa,0,0,
2025-04-03 00:00:00-04:00,205.5399933,207.4900055,201.25,203.1900024,103204700,apple,AAPL,technology,usa,0,0,
2025-04-02 00:00:00-04:00,221.3200073,225.1900024,221.0200043,223.8899994,35114000,apple,AAPL,technology,usa,0,0,
2025-04-01 00:00:00-04:00,219.8099976,223.6799927,218.8999939,223.1900024,36377700,apple,AAPL,technology,usa,0,0,
2025-03-31 00:00:00-04:00,217.0099945,225.6199951,216.2299957,222.1300049,65259800,apple,AAPL,technology,usa,0,0,
2025-03-28 00:00:00-04:00,221.6699982,223.8099976,217.6799927,217.8999939,39784100,apple,AAPL,technology,usa,0,0,
2025-03-28 00:00:00-04:00,221.6490021,223.8000031,217.6799927,217.8999939,39525987,apple,AAPL,technology,usa,0,0,
2025-03-27 00:00:00-04:00,221.3899994,224.9900055,220.5599976,223.8500061,37049500,apple,AAPL,technology,usa,0,0,
2025-03-26 00:00:00-04:00,223.5099945,225.0200043,220.4700012,221.5299988,34466100,apple,AAPL,technology,usa,0,0,
2025-03-25 00:00:00-04:00,220.7700043,224.1000061,220.0800018,223.75,34455800,apple,AAPL,technology,usa,0,0,
2025-03-24 00:00:00-04:00,221,221.4799957,218.5800018,220.7299957,44256500,apple,AAPL,technology,usa,0,0,
2025-03-21 00:00:00-04:00,211.5599976,218.8399963,211.2799988,218.2700043,93954500,apple,AAPL,technology,usa,0,0,
2025-03-21 00:00:00-04:00,211.5149994,218.8399963,211.4700012,218.2700043,93387509,apple,AAPL,technology,usa,0,0,
2025-03-20 00:00:00-04:00,213.9900055,217.4900055,212.2200012,214.1000061,48799300,apple,AAPL,technology,usa,0,0,
2025-03-19 00:00:00-04:00,214.2200012,218.7599945,213.75,215.2400055,54336700,apple,AAPL,technology,usa,0,0,
2025-03-18 00:00:00-04:00,214.1600037,215.1499939,211.4900055,212.6900024,42391800,apple,AAPL,technology,usa,0,0,
2025-03-17 00:00:00-04:00,213.3099976,215.2200012,209.9700012,214,48042800,apple,AAPL,technology,usa,0,0,
2025-03-14 00:00:00-04:00,211.25,213.9499969,209.5800018,213.4900055,60060200,apple,AAPL,technology,usa,0,0,
2025-03-14 00:00:00-04:00,211.25,213.9400024,209.5800018,213.4900055,60034237,apple,AAPL,technology,usa,0,0,
2025-03-13 00:00:00-04:00,215.9499969,216.8399963,208.4199982,209.6799927,61250000,apple,AAPL,technology,usa,0,0,
2025-03-12 00:00:00-04:00,220.1399994,221.75,214.9100037,216.9799957,62466400,apple,AAPL,technology,usa,0,0,
2025-03-11 00:00:00-04:00,223.8099976,225.8399963,217.4499969,220.8399963,76087700,apple,AAPL,technology,usa,0,0,
2025-03-10 00:00:00-04:00,235.5399933,236.1600037,224.2200012,227.4799957,71880000,apple,AAPL,technology,usa,0,0,
2025-03-07 00:00:00-05:00,235.1049957,241.3699951,234.7599945,239.0700073,45520263,apple,AAPL,technology,usa,0,0,
2025-03-07 00:00:00-05:00,235.1100006,241.3699951,234.7599945,239.0700073,46245700,apple,AAPL,technology,usa,0,0,
2025-03-06 00:00:00-05:00,234.4400024,237.8600006,233.1600037,235.3300018,45100000,apple,AAPL,technology,usa,0,0,
2025-03-05 00:00:00-05:00,235.4199982,236.5500031,229.2299957,235.7400055,47200800,apple,AAPL,technology,usa,0,0,
2025-03-04 00:00:00-05:00,237.7100067,240.0700073,234.6799927,235.9299927,53724800,apple,AAPL,technology,usa,0,0,
2025-03-03 00:00:00-05:00,241.7899933,244.0299988,236.1100006,238.0299988,47088200,apple,AAPL,technology,usa,0,0,
2025-02-28 00:00:00-05:00,236.9499969,242.0899963,230.1999969,241.8399963,56796200,apple,AAPL,technology,usa,0,0,
2025-02-28 00:00:00-05:00,236.9499969,242.0899963,234.5099945,241.8399963,56522103,apple,AAPL,technology,usa,0,0,
2025-02-27 00:00:00-05:00,239.4100037,242.4600067,237.0599976,237.3000031,41078200,apple,AAPL,technology,usa,0,0,
2025-02-26 00:00:00-05:00,244.3300018,244.9799957,239.1300049,240.3600006,44328100,apple,AAPL,technology,usa,0,0,
2025-02-25 00:00:00-05:00,248,250,244.9100037,247.0399933,47957800,apple,AAPL,technology,usa,0,0,
2025-02-24 00:00:00-05:00,244.9299927,248.8600006,244.4199982,247.1000061,51225800,apple,AAPL,technology,usa,0,0,
2025-02-21 00:00:00-05:00,245.9649963,248.6900024,245.2200012,245.5500031,52954219,apple,AAPL,technology,usa,0,0,
2025-02-21 00:00:00-05:00,245.9499969,248.6900024,245.2200012,245.5500031,53119400,apple,AAPL,technology,usa,0,0,
2025-02-20 00:00:00-05:00,244.9400024,246.7799988,244.2899933,245.8300018,32278300,apple,AAPL,technology,usa,0,0,
2025-02-19 00:00:00-05:00,244.6600037,246.0099945,243.1600037,244.8699951,32184200,apple,AAPL,technology,usa,0,0,
2025-02-18 00:00:00-05:00,244.1499939,245.1799927,241.8399963,244.4700012,48769700,apple,AAPL,technology,usa,0,0,
2025-02-14 00:00:00-05:00,241.25,245.5500031,240.9900055,244.6000061,40838100,apple,AAPL,technology,usa,0,0,
2025-02-14 00:00:00-05:00,241.0700073,245.4100037,241,244.6000061,40145605,apple,AAPL,technology,usa,0,0,
2025-02-13 00:00:00-05:00,236.9100037,242.3399963,235.5700073,241.5299988,53543300,apple,AAPL,technology,usa,0,0,
2025-02-12 00:00:00-05:00,231.1999969,236.9600067,230.6799927,236.8699951,45201200,apple,AAPL,technology,usa,0,0,
